created_at,user_id_str,username,name,fast_followers_count,favourites_count,followers_count,following_count,listed_count,media_count,normal_followers_count,statuses_count,url,location,image_url,account_url
Sun Jul 18 04:01:19 +0000 2021,1416608923885477890,kulkulus,"Anwar Suryadi, S.E.",0,80,319,262,0,4,319,36,-,"Biak, Papua",https://pbs.twimg.com/profile_images/1978820485535399936/yJUfU8kr_normal.jpg,https://x.com/kulkulus
Sun Jul 18 07:54:56 +0000 2021,1416667737305149444,lagiangobloksih,niallooppppiee,0,103690,194,426,0,1076,194,18226,-,tryna find a way back home,https://pbs.twimg.com/profile_images/1977703798727729152/AIkKbLYD_normal.jpg,https://x.com/lagiangobloksih
Sun Jul 18 08:05:38 +0000 2021,1416669404318818305,Boeniezz,BoonBoon,0,375,2,5,0,3,2,581,-,-,https://pbs.twimg.com/profile_images/1597467966731210753/c9jWyBIJ_normal.jpg,https://x.com/Boeniezz
Sun Jul 18 08:53:15 +0000 2021,1416682413388832771,barongikkin,🐠,0,4108,32,124,0,30,32,890,-,Moors,https://pbs.twimg.com/profile_images/1949099162836074496/3MTfpSlO_normal.jpg,https://x.com/barongikkin
Sun Jul 18 13:27:05 +0000 2021,1416751270665232384,munafri_arfdn,"Munafri ""Appi"" Arifuddin",0,1914,3387,88,1,4060,3387,7372,-,Indonesia,https://pbs.twimg.com/profile_images/1800157237140467713/2vpOh0G-_normal.jpg,https://x.com/munafri_arfdn
Sun Jul 18 13:40:12 +0000 2021,1416754611466084355,InuYashaGracia,MoTing,0,59856,47,172,1,99,47,6722,-,"East Java, Indonesia",https://pbs.twimg.com/profile_images/1989531836448739336/9qurac5I_normal.jpg,https://x.com/InuYashaGracia
Sun Jul 18 17:35:20 +0000 2021,1416813486869422084,martiriodust,vi,0,42061,250,404,3,1620,250,32106,https://t.co/2fYkh1r3Lv,multifandom,https://pbs.twimg.com/profile_images/1982034012399960064/9C2JIcFS_normal.jpg,https://x.com/martiriodust
Sun Jul 18 18:04:04 +0000 2021,1416821030060912641,sgtpuppers_,sgtpuppers,0,2135,282,703,2,206,282,3116,-,-,https://pbs.twimg.com/profile_images/1786101708629893121/kfj5U83N_normal.jpg,https://x.com/sgtpuppers_
Mon Jul 19 04:08:31 +0000 2021,1416973064076599298,captainsugar93,yasha,0,7450,81,301,0,396,81,5707,-,-,https://pbs.twimg.com/profile_images/1988232055738818560/0UByCEGG_normal.jpg,https://x.com/captainsugar93
Mon Jul 19 05:04:24 +0000 2021,1416987231705726981,nekclesh,QY 🫧,0,8852,53,143,0,700,53,16649,-,-,https://pbs.twimg.com/profile_images/1974359387499343878/ABKehq2S_normal.jpg,https://x.com/nekclesh
Mon Jul 19 05:20:13 +0000 2021,1416990636956274688,milkchocoaddict,iaa,0,4826,4,161,0,191,4,2126,-,-,https://pbs.twimg.com/profile_images/1822963259886190592/2LUcbejf_normal.jpg,https://x.com/milkchocoaddict
Mon Jul 19 11:53:42 +0000 2021,1417090160328470533,SultanH04160212,Eeng Andesgin 🌈 (ꦆꦫꦶꦲꦟꦺ꧀ꦡꦴꦯꦼ.),0,2296,708,1184,0,1455,708,9431,-,-,https://pbs.twimg.com/profile_images/1919918261661270017/_nvEpzkx_normal.jpg,https://x.com/SultanH04160212
Mon Jul 19 12:45:18 +0000 2021,1417103196590247937,junhanbelimbing,gyoza˖ 🦈| solboo,0,2802,240,305,0,880,240,13403,-,-ayunan dpn gedung AE,https://pbs.twimg.com/profile_images/1967550004266250240/LNaWxJsi_normal.jpg,https://x.com/junhanbelimbing
Mon Jul 19 13:29:38 +0000 2021,1417114300326371328,itshaeren,ren,0,55370,63,466,2,64,63,11428,-,-,https://pbs.twimg.com/profile_images/1856607314847117314/55l5pDiS_normal.jpg,https://x.com/itshaeren
Mon Jul 19 13:45:03 +0000 2021,1417118170427449356,SydneyTokyoNY,suka makan,0,15996,102,182,0,90,102,2355,-,"Sydney, New South Wales",https://pbs.twimg.com/profile_images/1973306207722201088/WV7TJZCx_normal.jpg,https://x.com/SydneyTokyoNY
Mon Jul 19 15:02:03 +0000 2021,1417137620186845191,dee__1209,It's Dee *** Dedek ***,0,105954,6920,3236,1,28293,6920,140511,-,dimana ada 💙,https://pbs.twimg.com/profile_images/1761016643042627584/QHtllYv7_normal.jpg,https://x.com/dee__1209
Mon Jul 19 22:35:13 +0000 2021,1417251642085318663,hanan052020,Abu Hanan,0,13122,1224,420,3,4230,1224,17732,-,-,https://pbs.twimg.com/profile_images/1935694216979759104/2oJS12yF_normal.jpg,https://x.com/hanan052020
Tue Jul 20 03:56:11 +0000 2021,1417332422773940224,PolisiPalemban3,Polisi Palembang,0,199,47,9,1,3407,47,4109,-,-,https://pbs.twimg.com/profile_images/1519965371263901696/9MSqlB3Q_normal.jpg,https://x.com/PolisiPalemban3
Tue Jul 20 11:45:57 +0000 2021,1417450211476074499,sigretas,lunox,0,21935,3129,3284,3,281,3129,5492,-,-,https://pbs.twimg.com/profile_images/1985984438187278343/sGHj5aiE_normal.jpg,https://x.com/sigretas
Tue Jul 20 13:12:10 +0000 2021,1417472179420098564,nvmoont,amaris🎨,0,24381,6,31,0,254,6,3231,-,"moon, 19'6",https://pbs.twimg.com/profile_images/1847628165327577088/7Hvro51r_normal.jpg,https://x.com/nvmoont
Tue Jul 20 13:12:10 +0000 2021,1417472353013882888,augenuous,blueschist,0,5758,203,207,1,590,203,8825,-,-,https://pbs.twimg.com/profile_images/1555547486282199040/H2C9qn2p_normal.jpg,https://x.com/augenuous
Wed Jul 21 01:59:55 +0000 2021,1417665576147636229,jesedef,🦇 ݁ ˖ִ ࣪,0,10877,394,348,1,2601,394,16154,-,#hadesgame sales manager,https://pbs.twimg.com/profile_images/1963131685370998784/tGhe_ro7_normal.jpg,https://x.com/jesedef
Wed Jul 21 03:03:22 +0000 2021,1417681392381562882,jukutgorengayam,y,0,10082,91,463,0,242,91,6980,-,-,https://pbs.twimg.com/profile_images/1962755220691394560/ovAiXlaw_normal.jpg,https://x.com/jukutgorengayam
Wed Jul 21 04:03:45 +0000 2021,1417696688018391051,BanideyS,BNDYS,0,2935,198,349,0,663,198,8796,-,-,https://pbs.twimg.com/profile_images/1900920795297349632/mGLxQ74M_normal.jpg,https://x.com/BanideyS
Wed Jul 21 10:13:43 +0000 2021,1417789833125105666,merakwi,skylar •ᴗ•,0,11600,2003,1900,32,15381,2003,86360,https://t.co/qYDv7Kqa8E,-,https://pbs.twimg.com/profile_images/1979801707753132032/rk1gFjLd_normal.png,https://x.com/merakwi
Wed Jul 21 10:35:18 +0000 2021,1417795245102682119,banyaktulisann,n,0,2210,3177,1804,1,1790,3177,57142,-,..,https://pbs.twimg.com/profile_images/1976340926038769665/a__808_g_normal.jpg,https://x.com/banyaktulisann
Wed Jul 21 12:40:15 +0000 2021,1417826717809270786,ryotxt46,Ryo | ᓚᘏᗢ,0,47743,510,1309,4,1784,510,25734,-,-,https://pbs.twimg.com/profile_images/1960332883215962112/792l5RXD_normal.jpg,https://x.com/ryotxt46
Wed Jul 21 14:11:21 +0000 2021,1417849594499637253,palitonyalo,TYT St Rangkayo Ameh,0,4766,53,165,1,240,53,4292,-,-,https://pbs.twimg.com/profile_images/1983880068578553856/qVjJW-ex_normal.jpg,https://x.com/palitonyalo
Thu Jul 22 01:28:45 +0000 2021,1418020111005356040,ubaidmatraji,Ubaid Matraji,0,0,15,33,0,3,15,15,-,-,https://pbs.twimg.com/profile_images/1666667517404942336/cuq8Bmwa_normal.jpg,https://x.com/ubaidmatraji
Thu Jul 22 01:34:20 +0000 2021,1418021486938320896,arcavalharald,arca 🍉 I HUDL,0,693,143,193,0,592,143,9267,-,"Chiang Klang, Thailand",https://pbs.twimg.com/profile_images/1962733723440553986/DX3j6VjT_normal.jpg,https://x.com/arcavalharald
Thu Jul 22 03:27:24 +0000 2021,1418049911753302023,sunggu66,New Sigalegale2,0,7753,775,789,0,171,775,8313,-,"Cibinong, Indonesia",https://pbs.twimg.com/profile_images/1956682806782001153/ZOlJ5od5_normal.jpg,https://x.com/sunggu66
Thu Jul 22 11:42:09 +0000 2021,1418174453331107842,Faysmakankubis,needmelatonin,0,80016,54,227,0,253,54,7822,-,"DKI Jakarta, Indonesia",https://pbs.twimg.com/profile_images/1553548379048726529/YJvj4ikg_normal.jpg,https://x.com/Faysmakankubis
Thu Jul 22 15:14:53 +0000 2021,1418227999653056516,nopalenopla,bestie,0,26318,12,50,0,46,12,511,-,-,https://pbs.twimg.com/profile_images/1429244787383672834/cyyG2z8g_normal.jpg,https://x.com/nopalenopla
Thu Jul 22 15:15:17 +0000 2021,1418228109111816195,pizzacatto,(´-`) 🍉,0,16998,241,302,2,1495,241,22805,https://t.co/06l9hHiczU,-,https://pbs.twimg.com/profile_images/1983142331642724352/no0Y6Z5j_normal.jpg,https://x.com/pizzacatto
Thu Jul 22 16:04:10 +0000 2021,1418240419180081159,daarrdeerrdoorr,Xyzuro,0,3859,11,151,1,69,11,2216,-,-,https://pbs.twimg.com/profile_images/1920821207777374208/yIyTppm5_normal.jpg,https://x.com/daarrdeerrdoorr
Thu Jul 22 16:20:03 +0000 2021,1418244425906475008,switchsord,AG,0,3744,63,12,0,879,63,14746,-,In your head,https://pbs.twimg.com/profile_images/1723641369837916160/ScVXDHP5_normal.jpg,https://x.com/switchsord
Thu Jul 22 16:31:58 +0000 2021,1418247412364185612,bimilindee,Bimiliyoo,0,362450,27,667,1,832,27,34714,-,-,https://pbs.twimg.com/profile_images/1920006690780676098/90qQti-i_normal.jpg,https://x.com/bimilindee
Thu Jul 22 20:47:15 +0000 2021,1418311652462579713,Intel_Imut,intel imut,0,1,39005,662,17,1494,39005,9021,-,"Miniac-Morvan, France",https://pbs.twimg.com/profile_images/1962833749420449794/NZ1hDFmH_normal.jpg,https://x.com/Intel_Imut
Fri Jul 23 03:19:03 +0000 2021,1418410265368961030,raratoru,---,0,17225,58,229,0,307,58,10531,-,-,https://pbs.twimg.com/profile_images/1887860317566423040/e3eNBVka_normal.jpg,https://x.com/raratoru
Fri Jul 23 05:00:46 +0000 2021,1418435698508537858,phingan200,Gwijaya,0,1664,1403,1709,1,462,1403,4366,-,indonesia,https://pbs.twimg.com/profile_images/1608313254283206656/ZJevW2wE_normal.jpg,https://x.com/phingan200
Fri Jul 23 08:00:03 +0000 2021,1418480977626550272,tiiyeah,َ,0,30426,493,474,1,1793,493,16329,-,-,https://pbs.twimg.com/profile_images/1781252849739112448/p5m-jWdb_normal.jpg,https://x.com/tiiyeah
Fri Jul 23 14:38:00 +0000 2021,1418581122527629314,jaemerican,Dante,0,5192,1356,1258,1,1189,1356,18012,https://t.co/bxsbQOcM9s,   ‧₊˚  ⊹　aricㅤ  ﹒⁾⁾ ,https://pbs.twimg.com/profile_images/1987130769303867393/nfvBIS1n_normal.jpg,https://x.com/jaemerican
Fri Jul 23 17:24:28 +0000 2021,1418622886407929859,mi2_kuro,Panda Kurosan,0,3847,2484,2477,0,272,2484,5089,-,-,https://pbs.twimg.com/profile_images/1418805659173376010/dpgR4LXY_normal.jpg,https://x.com/mi2_kuro
Fri Jul 23 18:28:59 +0000 2021,1418639226443157507,Supernova9810,SUPERNOVA 15🍉🇮🇩| CF21 DAY 1 (FOR CONCERT!!),0,234934,820,1170,3,3342,820,34103,-,"DKI Jakarta, Indonesia",https://pbs.twimg.com/profile_images/1987042954729693185/X8yu59ky_normal.jpg,https://x.com/Supernova9810
Fri Jul 23 18:43:02 +0000 2021,1418642691961724928,cutetika45,Cutetika45,0,18,12,16,0,1518,12,4068,-,-,https://pbs.twimg.com/profile_images/1621468247811039232/Ex3Y5HyK_normal.jpg,https://x.com/cutetika45
Fri Jul 23 19:23:17 +0000 2021,1418652876226760704,everytimeidie_,NEAR DEATH,0,2880,67,66,1,461,67,5261,-,-,https://pbs.twimg.com/profile_images/1863597916470034432/-1YQivad_normal.jpg,https://x.com/everytimeidie_
Fri Jul 23 23:02:30 +0000 2021,1418708054191722496,GhazaliIhwan,KOPI PANAS 🇵🇸🇮🇩🌐,0,1823,5373,4113,0,456,5373,19155,-,-,https://pbs.twimg.com/profile_images/1879089650004090881/GeC2l7KT_normal.jpg,https://x.com/GhazaliIhwan
Sat Jul 24 00:56:14 +0000 2021,1418736672104062978,mei_mey98505,꧁ MEЧ ~ MEЧ ꧂ 🇮🇩,0,6073,756,799,0,310,756,1731,-," Singkawang , Kalimantan Barat",https://pbs.twimg.com/profile_images/1975826068910247936/o9NLGXgd_normal.jpg,https://x.com/mei_mey98505
Sat Jul 24 03:14:56 +0000 2021,1418771595443654656,floraixons,NZ.,0,151,81,101,1,88,81,1937,-,-,https://pbs.twimg.com/profile_images/1978761299145494528/4Jig2OlA_normal.jpg,https://x.com/floraixons
Sat Jul 24 04:54:04 +0000 2021,1418796527825346562,meowomoy,omai🍅,0,63019,326,740,0,1159,326,15067,https://t.co/TnC7kOygrD,175'22,https://pbs.twimg.com/profile_images/1990467933932564485/ruU8toQX_normal.jpg,https://x.com/meowomoy
Sat Jul 24 05:37:40 +0000 2021,1418807526838177794,murklihyuck,titi sayang bonon 🐼🌷,0,25315,4141,4279,0,2340,4141,28603,-,-,https://pbs.twimg.com/profile_images/1970855048419897344/g3PO8DiE_normal.jpg,https://x.com/murklihyuck
Sat Jul 24 11:33:46 +0000 2021,1418897070224728067,ramanazzzzz,Ra Ma Naz,0,277059,186,296,1,1122,186,9793,https://t.co/d5mQpTWrqc,-,https://pbs.twimg.com/profile_images/1927794570064187396/cUKC4WGK_normal.jpg,https://x.com/ramanazzzzz
Sat Jul 24 12:28:21 +0000 2021,1418910845455716355,https_oikawaa,Ifaa || bokkun 🦉,0,30552,269,354,5,471,269,5020,https://t.co/RczKYPKuAF,-,https://pbs.twimg.com/profile_images/1975183460085239808/PyrMi87d_normal.jpg,https://x.com/https_oikawaa
Sat Jul 24 13:04:55 +0000 2021,1418919674474029061,BusraAnang,Lanud Anang Busra,0,74,24,51,0,965,24,968,-,-,https://pbs.twimg.com/profile_images/1624277494391250944/iifm7NiT_normal.jpg,https://x.com/BusraAnang
Sat Jul 24 14:17:21 +0000 2021,1418938289361403907,dayhan_idea,dayhan,0,601,45,387,0,51,45,6998,-,-,https://pbs.twimg.com/profile_images/1749032936148754432/ZHUDF36b_normal.jpg,https://x.com/dayhan_idea
Sat Jul 24 14:46:56 +0000 2021,1418945648171356164,mulyadi2028,DEMOKRASI SEKARAT..!,0,43948,3107,2785,0,995,3107,15485,https://t.co/BHFF1L1Pe5,"Jakarta Timur, Indonesia",https://pbs.twimg.com/profile_images/1782410142765715456/wC_yhERU_normal.jpg,https://x.com/mulyadi2028
Sat Jul 24 18:06:26 +0000 2021,1418995961905385472,arip_hakim_,arip hakim,0,4048,1317,1454,0,641,1317,7633,-,"Kota Palembang, Sumatera Selat",https://pbs.twimg.com/profile_images/1970424071658840064/jSZEVKhW_normal.jpg,https://x.com/arip_hakim_
Sun Jul 25 00:13:19 +0000 2021,1419088296156663808,heeheeply,piiiii,0,193,142,183,0,271,142,1088,-,Indonesia,https://pbs.twimg.com/profile_images/1667503094526275585/KVbkU5Sc_normal.jpg,https://x.com/heeheeply
Sun Jul 25 12:15:51 +0000 2021,1419270101136642055,verdamm_mt,🧐,0,83961,63,234,3,2278,63,30078,-,-,https://pbs.twimg.com/profile_images/1960109161938829312/nybUHzii_normal.jpg,https://x.com/verdamm_mt
Sun Jul 25 13:34:57 +0000 2021,1419290027733913613,Gpekoponbanzai,kapitenkeroro,0,270,189,6,0,779,189,1012,-,-,https://pbs.twimg.com/profile_images/1568577864727134209/lhqcMTQT_normal.jpg,https://x.com/Gpekoponbanzai
Sun Jul 25 13:40:59 +0000 2021,1419291557623001090,Gsssatpolll,sssatpolll,0,564,122,14,1,640,122,1368,-,-,https://pbs.twimg.com/profile_images/1419291682684608517/lbhww_N7_normal.jpg,https://x.com/Gsssatpolll
Sun Jul 25 14:06:13 +0000 2021,1419297867622010880,urmochinotfound,aca𐙚⋆°｡⋆♡,0,17241,437,442,0,1749,437,25742,-,medan-malang,https://pbs.twimg.com/profile_images/1984672758551441408/ogRpLGDW_normal.jpg,https://x.com/urmochinotfound
Sun Jul 25 14:29:07 +0000 2021,1419303667363028999,saltcheese18,Ed,0,128116,3272,433,1,712,3272,25410,-,dunia lain,https://pbs.twimg.com/profile_images/1986726236920688641/D41iXzsT_normal.jpg,https://x.com/saltcheese18
Sun Jul 25 14:44:48 +0000 2021,1419307610424049669,jabba_aja,laras,0,308,36,315,0,44,36,88,-,-,https://pbs.twimg.com/profile_images/1419307908529938438/YWiuOK0E_normal.jpg,https://x.com/jabba_aja
Sun Jul 25 18:10:52 +0000 2021,1419359476415561728,pocahoshi,Naa ఇ,0,71308,1309,1298,6,19728,1309,129702,https://t.co/qIOXMC7dQ4,‼️HORANGDAN-DREAMSTAN‼️,https://pbs.twimg.com/profile_images/1934957507568717824/YRhwElt5_normal.jpg,https://x.com/pocahoshi
Mon Jul 26 01:17:10 +0000 2021,1419466702333517824,NusBhisma,Bhisma Nusantara 🇮🇩,0,2778,18801,14174,0,1389,18801,13487,-,NKRI,https://pbs.twimg.com/profile_images/1811146681095753728/c4nc1sau_normal.jpg,https://x.com/NusBhisma
Mon Jul 26 01:56:56 +0000 2021,1419476773088108546,DokterAir,DokterAir,0,0,40,0,1,1226,40,2096,https://t.co/doyArmAOXR,-,https://pbs.twimg.com/profile_images/1484857573421776897/j_AkuRr1_normal.jpg,https://x.com/DokterAir
Mon Jul 26 05:10:49 +0000 2021,1419525516814548993,Subakmilky,ssafirru—mention after dm!,0,40519,112,194,1,3049,112,8278,https://t.co/MjQitrwWX4,-,https://pbs.twimg.com/profile_images/1963091214326235142/IubONAgw_normal.jpg,https://x.com/Subakmilky
Mon Jul 26 06:14:11 +0000 2021,1419541394591420419,luvyhchc,eia 🍯,0,26749,1168,1320,2,1126,1168,19046,-,suka sambat disini,https://pbs.twimg.com/profile_images/1989562435385327616/B76cGKAx_normal.jpg,https://x.com/luvyhchc
Mon Jul 26 07:17:56 +0000 2021,1419557525213483014,lootrinaepy,lutrinae #IndonesiaGelap,0,75702,346,484,1,6095,346,50768,-,-,https://pbs.twimg.com/profile_images/1962747069434925056/tlul_n5B_normal.jpg,https://x.com/lootrinaepy
Mon Jul 26 11:24:28 +0000 2021,1419619569417670656,SanjaiBaladoo,yayayaya,0,19340,345,607,1,155,345,8461,-,-,https://pbs.twimg.com/profile_images/1900924924912705536/lUupzhdU_normal.jpg,https://x.com/SanjaiBaladoo
Mon Jul 26 13:04:46 +0000 2021,1419644382681042950,hans_wiranda,Hanz,0,238941,86,343,0,79,86,6398,-,-,https://pbs.twimg.com/profile_images/1972861578312859648/Y6-mfLpm_normal.jpg,https://x.com/hans_wiranda
Mon Jul 26 14:00:24 +0000 2021,1419658798424227847,WargaBicara_,Warga Bicara,0,10,954,4,1,1003,954,1420,https://t.co/QKArbe2ada,-,https://pbs.twimg.com/profile_images/1581888777660039170/DT1EG-lo_normal.jpg,https://x.com/WargaBicara_
Mon Jul 26 14:22:03 +0000 2021,1419664276256563207,ajuyunpad,jahe.,0,1523,285,167,0,889,285,5769,-,21+ minor dni!,https://pbs.twimg.com/profile_images/1963059254778331136/U4i9Q3od_normal.jpg,https://x.com/ajuyunpad
Tue Jul 27 01:43:51 +0000 2021,1419835840339927040,strawbewwywy,🍓,0,97032,35,120,0,324,35,37037,-,-,https://pbs.twimg.com/profile_images/1983889388779270145/jIP_Q-cT_normal.jpg,https://x.com/strawbewwywy
Tue Jul 27 04:20:50 +0000 2021,1419875274707988485,inceskaveh,haruu ✧⁠*⁠。☆ ia for idk,0,8052,61,395,0,764,61,13393,https://t.co/RUj4pNezGQ,not minor friendly ,https://pbs.twimg.com/profile_images/1991867450233925633/F_2-0zLE_normal.jpg,https://x.com/inceskaveh
Tue Jul 27 09:29:42 +0000 2021,1419952992149598210,siriskalagi,Matcha latte 🌱,0,1218,55,108,0,96,55,1833,-,-,https://pbs.twimg.com/profile_images/1834186286430900224/Z0wqfcKv_normal.jpg,https://x.com/siriskalagi
Tue Jul 27 13:58:20 +0000 2021,1420020680108789760,mayu_rtz,danhenglvr,0,128014,21,162,0,37,21,145,-,-,https://pbs.twimg.com/profile_images/1982735783657181184/gxtjoOIY_normal.jpg,https://x.com/mayu_rtz
Tue Jul 27 15:33:53 +0000 2021,1420044694214438913,clazoraw,zorA𐙚゜,0,122061,719,737,0,1535,719,31745,-,ub’23,https://pbs.twimg.com/profile_images/1986110103888744448/zERs33aW_normal.jpg,https://x.com/clazoraw
Wed Jul 28 03:09:08 +0000 2021,1420219650231574533,arifin34533,H a n s o l o 💫,0,140010,10481,3373,6,7439,10481,66947,-,Indonesia,https://pbs.twimg.com/profile_images/1991335272043409408/CGx5axYm_normal.jpg,https://x.com/arifin34533
Wed Jul 28 08:07:07 +0000 2021,1420294618663460867,twuliips,ᗩᑎᗩ,0,11588,63,72,0,366,63,7116,-,cegilnya dk,https://pbs.twimg.com/profile_images/1801339291152617472/ByZqJ1ZP_normal.jpg,https://x.com/twuliips
Wed Jul 28 09:31:51 +0000 2021,1420316003800535042,optimuswixlaa,Athena THESIS SKRIPSI | Joki Ekonomis,0,796,30,30,0,76,30,3035,https://t.co/uPIZXGSmEO,"Smiley, Saskatchewan",https://pbs.twimg.com/profile_images/1796989357834018816/R6uJ8z74_normal.jpg,https://x.com/optimuswixlaa
Wed Jul 28 15:24:41 +0000 2021,1420404719986434054,tripleOismine,minam,0,70053,304,654,0,1195,304,29085,-,Pluto,https://pbs.twimg.com/profile_images/1915009632654983169/x1eH0qKi_normal.jpg,https://x.com/tripleOismine
Wed Jul 28 16:44:38 +0000 2021,1420424925215559682,heldonne,masdon,0,9805,92,1543,1,284,92,2226,-,-,https://pbs.twimg.com/profile_images/1485106852925161473/V8IT-vy7_normal.jpg,https://x.com/heldonne
Thu Jul 29 00:51:20 +0000 2021,1420547422661480450,asakuracjo,JO,0,1960,799,436,20,4335,799,30147,https://t.co/RTcq2xMNUS,HOWLBOUND (2004),https://pbs.twimg.com/profile_images/1991874039409946624/EnLEPUyR_normal.jpg,https://x.com/asakuracjo
Thu Jul 29 04:41:59 +0000 2021,1420604905518034946,Dirgantaraa7,Dirgantara,0,184,268,279,0,297,268,1049,-,-,https://pbs.twimg.com/profile_images/1784238423634747392/ki0R2DUb_normal.jpg,https://x.com/Dirgantaraa7
Thu Jul 29 05:14:06 +0000 2021,1420613542152077313,Polsek_Pdr442,Polsek_pedurungan,0,4781,445,189,0,4456,445,7831,-,"Pedurungan, Indonesia",https://pbs.twimg.com/profile_images/1447788824117997571/KhdxnuxN_normal.jpg,https://x.com/Polsek_Pdr442
Thu Jul 29 12:16:57 +0000 2021,1420719491768406023,chikimwing,NATAL CHART OPEN di Sayap Ayam Terenak🍗,0,12361,84,429,1,208,84,9612,-,"Spicy, Cheesy, Original",https://pbs.twimg.com/profile_images/1439295100295606277/TZ_JnMJc_normal.jpg,https://x.com/chikimwing
Fri Jul 30 01:20:10 +0000 2021,1420916976738660356,yogettingtired,Aura.,0,4956,98,134,1,96,98,2547,-,²⁶privrant. kinda ia! ,https://pbs.twimg.com/profile_images/1755571905741123584/0OkYGn6F_normal.jpg,https://x.com/yogettingtired
Fri Jul 30 01:43:32 +0000 2021,1420922931824132099,humassekklm,Polsekkalimanah,0,13,46,20,0,6703,46,6763,-,-,https://pbs.twimg.com/profile_images/1420924256062300162/oIZLEgb1_normal.jpg,https://x.com/humassekklm
Fri Jul 30 02:46:19 +0000 2021,1420938727933628417,usagibesboi,jæp,0,31707,158,240,0,206,158,2477,-,119,https://pbs.twimg.com/profile_images/1985952643932700672/ZjZ7KG0X_normal.jpg,https://x.com/usagibesboi
Fri Jul 30 05:00:01 +0000 2021,1420972229014155268,rexhllllm,DUNHILL PUTIH,0,957,49,154,0,126,49,971,-,"Bekasi Selatan, Indonesia",https://pbs.twimg.com/profile_images/1989415043923066880/_wyTGvAA_normal.jpg,https://x.com/rexhllllm
Fri Jul 30 05:41:05 +0000 2021,1420982656959860742,iniadells,delz,0,7653,171,299,0,421,171,4672,-,-,https://pbs.twimg.com/profile_images/1967966828162150400/AfKG4pxg_normal.jpg,https://x.com/iniadells
Fri Jul 30 05:48:22 +0000 2021,1420984565162680322,kanggoriiko,Kadal,0,463,133,234,0,388,133,1796,-,Indonesia,https://pbs.twimg.com/profile_images/1420984909225594882/0AMqhyMC_normal.jpg,https://x.com/kanggoriiko
Fri Jul 30 05:56:04 +0000 2021,1420986396383137795,brew_et,lm__brew,0,9262,29,87,1,741,29,17196,-,kono kae,https://pbs.twimg.com/profile_images/1932365613600817152/Hg4lK77w_normal.jpg,https://x.com/brew_et
Fri Jul 30 06:56:32 +0000 2021,1421001661867118594,abcdefghijklun,lun,0,31195,63,69,0,250,63,3611,-,106'24 .°•🐟,https://pbs.twimg.com/profile_images/1962793051174379525/kN_XjmNM_normal.png,https://x.com/abcdefghijklun
Fri Jul 30 12:28:03 +0000 2021,1421084965194719232,byufyy,️️️️fy,0,13453,3540,3606,3,902,3540,22392,-,EXOPLANET,https://pbs.twimg.com/profile_images/1729756898398965760/nGcZ3yiP_normal.jpg,https://x.com/byufyy
Fri Jul 30 18:35:38 +0000 2021,1421177617873440768,29wdt_t,W29,0,1549,14,19,0,111,14,3906,-,-,https://pbs.twimg.com/profile_images/1931187154857947136/Td45djGX_normal.jpg,https://x.com/29wdt_t
Fri Jul 30 20:37:33 +0000 2021,1421208301753094146,wonu__wife__,wonuwonuwonu,0,827,127,745,0,1537,127,10214,-,-,https://pbs.twimg.com/profile_images/1981762271287119872/jg6sTW7w_normal.jpg,https://x.com/wonu__wife__
Sat Jul 31 00:40:53 +0000 2021,1421269557365202947,keruochi,🚤,0,775,89,103,0,4666,89,45033,https://t.co/Zctd0oJotj,hanayayarara,https://pbs.twimg.com/profile_images/1984196474314608640/FSQasg-n_normal.jpg,https://x.com/keruochi
Sat Jul 31 03:49:56 +0000 2021,1421317134135693318,JOKOWIN77,Bigran Barakunimg Arak 🇵🇸🍉,0,2142,3,68,0,17,3,1533,-,-,https://pbs.twimg.com/profile_images/1950123421574320129/xaZ6Dedr_normal.jpg,https://x.com/JOKOWIN77
Sat Jul 31 04:08:56 +0000 2021,1421321874554834947,dewimel13104075,dewi melani,0,526,4,5,0,0,4,1061,-,-,https://pbs.twimg.com/profile_images/1421321961670467586/-2-sTVQ-_normal.jpg,https://x.com/dewimel13104075
Sat Jul 31 12:43:30 +0000 2021,1421450777806000133,SujangiJ,Jangi,0,1493,97,301,2,27,97,658,-,"Yogyakarta, Indonesia",https://pbs.twimg.com/profile_images/1662481388988403717/jaXi3Dl-_normal.jpg,https://x.com/SujangiJ
Sat Jul 31 15:36:32 +0000 2021,1421494915612086275,HeyAgathaaa,Anastasya Agatha 🌷,0,38737,2091,1838,11,948,2091,30454,-,-,https://pbs.twimg.com/profile_images/1970158211476135938/kJVcl-UO_normal.jpg,https://x.com/HeyAgathaaa
Sat Jul 31 17:42:21 +0000 2021,1421526606485491713,zorgoverdewet,◕ ◡ ◕ 𓂆,0,26153,187,165,1,2302,187,23577,-,dira 🪸,https://pbs.twimg.com/profile_images/1962288368156549120/gkWZ9X2Y_normal.jpg,https://x.com/zorgoverdewet
Sat Jul 31 18:35:52 +0000 2021,1421539992975732737,chweygum_,chweyy | Cmms VGen Open!,0,47245,946,207,7,35,946,12445,https://t.co/oYqhYQ4x4Y,cuweyverse,https://pbs.twimg.com/profile_images/1981728733842038784/6SuCgRkt_normal.jpg,https://x.com/chweygum_
