created_at,user_id_str,username,name,fast_followers_count,favourites_count,followers_count,following_count,listed_count,media_count,normal_followers_count,statuses_count,url,location,image_url,account_url
Thu Jan 18 06:45:12 +0000 2007,659103,jauhari,jauhari,0,11093,3982,1202,119,25035,3982,122621,https://t.co/GrBELW0SpV,"Ponjong, Indonesia",https://pbs.twimg.com/profile_images/1970408209233125383/B68lE_FR_normal.jpg,https://x.com/jauhari
Sat Jun 09 05:37:30 +0000 2007,6689892,lutfithe13th,Lutfi Nur Farid,0,22912,2750,1171,10,1032,2750,35116,-,-,https://pbs.twimg.com/profile_images/1826524160774078466/m-Gberat_normal.jpg,https://x.com/lutfithe13th
Sun Jun 17 14:29:49 +0000 2007,6871332,netoismine,💙,0,38,435,238,1,131,435,9628,-,Indonesia,https://pbs.twimg.com/profile_images/1974917391206506496/hquVL81A_normal.jpg,https://x.com/netoismine
Mon Jul 23 16:55:32 +0000 2007,7662682,dewe,Dewe,0,5265,1764,1300,27,5412,1764,71866,-,-,https://pbs.twimg.com/profile_images/1719645034881126400/0J3Z-QMA_normal.jpg,https://x.com/dewe
Sun Aug 05 13:56:17 +0000 2007,7972002,chiw,💪🏻 ᓚᘏᗢ,0,10353,3379,887,45,7869,3379,199783,https://t.co/vZY8zBS7Cv,"Yogyakarta, Indonesia",https://pbs.twimg.com/profile_images/1983480641238036480/cHM3YpqJ_normal.jpg,https://x.com/chiw
Sat Sep 22 05:20:59 +0000 2007,9027462,cyanosist,яя,0,78154,747,798,2,3329,747,35222,-,Earth,https://pbs.twimg.com/profile_images/1908439382803271680/o8fCz5Q4_normal.jpg,https://x.com/cyanosist
Wed Oct 03 09:11:16 +0000 2007,9221962,dewawisana,Dewa Wisana,0,11335,2522,1268,11,384,2522,23385,https://t.co/1S8KEsS5Tj,"Jakarta, Indonesia",https://pbs.twimg.com/profile_images/1741742496479420416/t2XUQ-Ut_normal.jpg,https://x.com/dewawisana
Thu Oct 25 17:04:21 +0000 2007,9688522,Aceh,Aceh 🇮🇩🇹🇷🇵🇸,0,93223,47183,19399,46,15828,47183,37367,https://t.co/q22MfUYYj9,"Aceh, Indonesia",https://pbs.twimg.com/profile_images/1683776914459357191/6xXlCcar_normal.jpg,https://x.com/Aceh
Fri Nov 30 01:08:51 +0000 2007,10725682,Sawala_id_,ѕ α ω α ℓ α,0,2552,5339,1712,1,956,5339,2495,-,-,https://pbs.twimg.com/profile_images/1650077146373844992/ZFTFEqT5_normal.jpg,https://x.com/Sawala_id_
Fri Dec 21 17:06:59 +0000 2007,11409602,inminix88,Teh Kaleng,0,38800,231,933,2,2216,231,12202,-,-,https://pbs.twimg.com/profile_images/1991491807415558144/C92LU7Ew_normal.jpg,https://x.com/inminix88
Thu Dec 27 12:20:31 +0000 2007,11564082,krishnacandra,Кришна Чандра,0,123651,525,501,4,168,525,5383,-,Bali Indonesia,https://pbs.twimg.com/profile_images/1872151552754163712/-nB36G_r_normal.jpg,https://x.com/krishnacandra
Mon Mar 31 04:02:19 +0000 2008,14263389,imawanto3,ima wanna do,0,6320,157,83,5,776,157,4776,-,-,https://pbs.twimg.com/profile_images/1934850131205238784/aXvbc1sR_normal.jpg,https://x.com/imawanto3
Sat Apr 26 15:51:26 +0000 2008,14547039,Bramantyo,Bramantyo,0,14899,236,424,1,5,236,1529,-,Indonesia,https://pbs.twimg.com/profile_images/1735142597793136640/wHACzT3I_normal.jpg,https://x.com/Bramantyo
Fri Jun 06 16:20:32 +0000 2008,15030930,plimplom,Aki B.,0,178,50,182,0,44,50,2380,-,Belgium,https://pbs.twimg.com/profile_images/546815085818032128/4zlECrhQ_normal.jpeg,https://x.com/plimplom
Sun Jun 15 17:53:23 +0000 2008,15126518,ttari,َ,0,821,347,77,1,246,347,9104,https://t.co/vInZibTxkI,-,https://pbs.twimg.com/profile_images/1976446624080748545/Qw53GbgQ_normal.jpg,https://x.com/ttari
Fri Jun 20 07:44:48 +0000 2008,15177656,goraici,ngabdul,0,2734,21648,519,104,8461,21648,68442,-,"Indonesia, mostly",https://pbs.twimg.com/profile_images/1955640348086333440/TElGT2nD_normal.jpg,https://x.com/goraici
Mon Jun 30 19:45:13 +0000 2008,15281708,dexglenniza,Dex Glennıza,0,2280,21571,687,137,1315,21571,8675,https://t.co/rEMnDHG6HH,Jakarta ,https://pbs.twimg.com/profile_images/1503420076892241920/WwlfgiJJ_normal.jpg,https://x.com/dexglenniza
Tue Jul 01 06:43:22 +0000 2008,15285763,srcluna,Lunasol,0,42171,114,448,6,1477,114,20983,-,-,https://pbs.twimg.com/profile_images/1974358217707962368/dAMgR2kL_normal.jpg,https://x.com/srcluna
Thu Jul 03 03:43:40 +0000 2008,15304719,thisAdzania,Adzania,0,140108,946,676,7,1666,946,112541,https://t.co/3lwVtUVXHG,"Denpasar, Bali",https://pbs.twimg.com/profile_images/1798779692700569600/KnDLHUgv_normal.jpg,https://x.com/thisAdzania
Tue Jul 22 19:57:52 +0000 2008,15536272,Edy4Life,Edy Zeg,0,1884,1783,651,10,172,1783,7949,https://t.co/1ERqEfNhwm,"Denpasar, Bali",https://pbs.twimg.com/profile_images/1433295172981256194/Mcl_aexD_normal.jpg,https://x.com/Edy4Life
Thu Aug 14 03:48:26 +0000 2008,15846381,magruderjazz,adythia utama,0,32384,4806,3080,33,4221,4806,145568,https://t.co/vuK3vQmAVN,63°52'6.23N 149°46'9.49W,https://pbs.twimg.com/profile_images/937577346713841666/8KpC11wR_normal.jpg,https://x.com/magruderjazz
Wed Aug 27 14:27:13 +0000 2008,16012086,ifahmi,Ismet,0,3215,7870,3825,108,2400,7870,130997,https://t.co/ZS4upTebpe,Jakarta,https://pbs.twimg.com/profile_images/1962722008766246912/6rfovNes_normal.jpg,https://x.com/ifahmi
Mon Sep 08 03:33:04 +0000 2008,16179437,lomo_tech,Dr Syafiq (maybe one day),0,853,1467,594,31,3903,1467,157351,https://t.co/xs2TakHcwI,-,https://pbs.twimg.com/profile_images/525832647080017921/DykNMfzE_normal.jpeg,https://x.com/lomo_tech
Fri Sep 26 02:42:25 +0000 2008,16462506,ardianzzz,ardianzzz,0,25,505,207,10,139,505,14005,https://t.co/CsCQvW6YtF,-,https://pbs.twimg.com/profile_images/478785369303834624/JohVev_P_normal.jpeg,https://x.com/ardianzzz
Tue Oct 14 03:06:31 +0000 2008,16732645,Ibas,Dab Basuki,0,448,371,173,4,304,371,28617,-,Pusaka abadi nan jaya,https://pbs.twimg.com/profile_images/3515651341/4d81efa633adcfe7f07b477f78b69265_normal.jpeg,https://x.com/Ibas
Wed Oct 15 18:41:16 +0000 2008,16788748,madipta,madipta,0,46828,12,31,0,0,12,157,http://t.co/ymTNLf6rEB,-,https://pbs.twimg.com/profile_images/62136978/328220558m_normal.jpg,https://x.com/madipta
Sat Oct 18 06:21:38 +0000 2008,16836324,anttieee_,IᗷᑌᑎYᗩ | Ⓜ️,0,97,356,198,0,3638,356,42944,-,jakarta,https://pbs.twimg.com/profile_images/1641317097916735489/9L-vSC6h_normal.jpg,https://x.com/anttieee_
Tue Oct 21 07:05:28 +0000 2008,16882586,lokastiti,Dulunya @lintang,0,41036,529,484,4,718,529,48023,-,indonesia,https://pbs.twimg.com/profile_images/1375276414832832515/Rgx6IS2P_normal.jpg,https://x.com/lokastiti
Fri Oct 24 06:55:49 +0000 2008,16945033,beni3bee,by.Bé,0,14916,2755,792,9,7636,2755,63535,https://t.co/VwfNx33SeT,Indonesia,https://pbs.twimg.com/profile_images/1970684255178235904/y5wvrm0o_normal.jpg,https://x.com/beni3bee
Mon Nov 03 11:13:25 +0000 2008,17128975,CNNIndonesia,CNN Indonesia,0,12,4836226,10,2423,129014,4836226,883510,https://t.co/wP16vn5KQq,-,https://pbs.twimg.com/profile_images/669793728970682369/CaHHKPMc_normal.png,https://x.com/CNNIndonesia
Sun Nov 16 03:50:43 +0000 2008,17417729,andinie,Andinie Sunjayadi 🇮🇩🇵🇸,0,20088,720,82,5,515,720,18914,-,-,https://pbs.twimg.com/profile_images/1421138566927634434/5gRy3rwQ_normal.jpg,https://x.com/andinie
Sun Nov 16 17:09:55 +0000 2008,17424768,dodokdoank,DODOK DOANK,0,3757,53,207,0,532,53,931,https://t.co/B97OXEufHq,"Central Java, Indonesia",https://pbs.twimg.com/profile_images/1844551542910935040/ZOVik3B6_normal.jpg,https://x.com/dodokdoank
Thu Nov 20 21:37:03 +0000 2008,17523128,lantip,lantip,0,1111,40930,1138,204,13638,40930,232831,https://t.co/CWoYRzeCMx,"ÜT: -7.779415,110.375618",https://pbs.twimg.com/profile_images/1579382745608118279/043Uvm4X_normal.jpg,https://x.com/lantip
Sat Nov 22 17:14:46 +0000 2008,17559784,MenteriRekreasi,JEALOUS,0,721,1348,1617,0,179,1348,13628,-,he/him,https://pbs.twimg.com/profile_images/1991358189309423618/1MWon0A6_normal.jpg,https://x.com/MenteriRekreasi
Mon Nov 24 05:44:19 +0000 2008,17586774,bragazoel,Bragazoel,0,2758,335,1139,0,120,335,18262,-,-,https://pbs.twimg.com/profile_images/1890968395379879936/OIYOlOwY_normal.jpg,https://x.com/bragazoel
Thu Nov 27 03:38:13 +0000 2008,17668585,gojeg,bıɟnɐʇ,0,1396,3266,968,36,2536,3266,89194,https://t.co/ESUO9sTfcK,Yogyakarta,https://pbs.twimg.com/profile_images/1602642132044349440/Fb9aRxXd_normal.jpg,https://x.com/gojeg
Fri Nov 28 07:57:30 +0000 2008,17702785,myrazano,myrazano,0,114,213,278,12,223,213,24279,-,indonesia,https://pbs.twimg.com/profile_images/1896527359249162241/MB7Y4qqK_normal.jpg,https://x.com/myrazano
Mon Dec 01 07:04:32 +0000 2008,17773749,stenlyssimo,Stenly Purba,0,376,280,1648,1,582,280,11965,-,Jakarta,https://pbs.twimg.com/profile_images/1963054484374093827/o2LyrFjF_normal.jpg,https://x.com/stenlyssimo
Wed Dec 03 02:00:40 +0000 2008,17825556,hen0ch,M Gunadi Henoch,0,549,259,312,8,409,259,4432,-,"Bogor, Indonesia",https://pbs.twimg.com/profile_images/1962106220732710912/TcMtNP8m_normal.jpg,https://x.com/hen0ch
Sun Dec 07 05:15:26 +0000 2008,17936654,ichal,A fakhrizal Hr,0,4052,339,557,3,177,339,2719,-,Banjarmasin-Indonesia,https://pbs.twimg.com/profile_images/1819967184267014144/yHEBLggl_normal.jpg,https://x.com/ichal
Fri Dec 12 06:15:26 +0000 2008,18071520,antaranews,antaranews.com,0,1445,1251118,163,3466,29572,1251118,973791,https://t.co/iAg2Vb9VcQ,NKRI,https://pbs.twimg.com/profile_images/1193345348573396992/Cd3dfZfq_normal.jpg,https://x.com/antaranews
Mon Dec 15 03:54:15 +0000 2008,18129942,tempodotco,tempo.co,0,1034,2375662,19,3503,31938,2375662,1434829,https://t.co/aR6kgUM5in,Indonesia,https://pbs.twimg.com/profile_images/1968882591031058432/qH8VMl2G_normal.jpg,https://x.com/tempodotco
Mon Dec 15 08:26:04 +0000 2008,18133368,Ijey,Bangsa Pelupa & Pemaaf®,0,5884,1729,221,17,10863,1729,146562,https://t.co/63rXXIasXX,"Purwakarta, Indonesia",https://pbs.twimg.com/profile_images/1962769498299412480/4JSd4ZkJ_normal.jpg,https://x.com/Ijey
Fri Dec 19 19:27:35 +0000 2008,18249099,timmymalachi,Tim Kardashian ™,0,180057,8434,4031,37,13228,8434,559409,https://t.co/YsocLBce19,Jakartangerang,https://pbs.twimg.com/profile_images/1451955651421171717/RVCQauEz_normal.jpg,https://x.com/timmymalachi
Mon Dec 22 01:46:13 +0000 2008,18297693,muhamadyasin82,Muhamad Yasin,0,285,13,78,0,451,13,4183,https://t.co/iqoRdT20VX,Jombang,https://pbs.twimg.com/profile_images/1905164591069536256/A1mwvw0K_normal.jpg,https://x.com/muhamadyasin82
Fri Dec 26 20:28:14 +0000 2008,18394705,Loujssa,Bukan Raisa,0,5656,6181,1330,69,1221,6181,9900,-,-,https://pbs.twimg.com/profile_images/1728416700838858752/cp-R9Vpi_normal.jpg,https://x.com/Loujssa
Sat Dec 27 17:54:57 +0000 2008,18411627,pedansaleg,কালি জগজা,0,1243,7,63,0,259,7,2853,https://t.co/ZYKjsHM7ma,Heaven,https://pbs.twimg.com/profile_images/1126723045169647616/dsYZ7ylG_normal.png,https://x.com/pedansaleg
Fri Jan 02 03:03:10 +0000 2009,18543607,wahidhasan,ᴡᴀʜɪᴅʜᴀsᴀɴ,0,335,511,955,6,658,511,13590,https://t.co/5UoarJ246Z,Yogyakarta,https://pbs.twimg.com/profile_images/3763127854/ee7bc6ea2ddf55df2d5193fd50d1c694_normal.jpeg,https://x.com/wahidhasan
Fri Jan 02 23:27:19 +0000 2009,18567278,cholis,Cholis,0,135,799,843,1,109,799,2029,https://t.co/F7krCSHahc,Pondokgede,https://pbs.twimg.com/profile_images/1175071595/jawa_normal.jpg,https://x.com/cholis
Tue Jan 06 03:44:02 +0000 2009,18660644,politikana,politikana,0,558,16657,1637,225,3296,16657,38277,-,-,https://pbs.twimg.com/profile_images/1950161733257220098/vLPTIrv9_normal.jpg,https://x.com/politikana
Fri Jan 09 06:38:08 +0000 2009,18794681,alih_setiawan,Alih,0,2011,289,540,1,49,289,1514,-,-,https://pbs.twimg.com/profile_images/3263978066/94b816af6918d3e994fa511314b7599a_normal.jpeg,https://x.com/alih_setiawan
Fri Jan 16 16:33:17 +0000 2009,19073885,OtoTank,Jaka /jp,0,714,521,315,3,3142,521,48492,https://t.co/HLiAReCtji,http://volarefm.com,https://pbs.twimg.com/profile_images/1783191490719854593/0IEeCETb_normal.jpg,https://x.com/OtoTank
Fri Jan 16 18:19:04 +0000 2009,19078316,senituru,makar bergizi gratis 🫂🫵🏾,0,75866,784,1636,9,4897,784,80152,https://t.co/rQMjAG5kwc,Equator,https://pbs.twimg.com/profile_images/1376535389159129095/VX4Ji8eh_normal.jpg,https://x.com/senituru
Mon Jan 19 16:50:24 +0000 2009,19190361,NOTASLIMBOY,Sammy Notaslimboy,0,3951,158049,1328,311,7498,158049,171317,https://t.co/X4F4A52sEu,"Cipayung, Indonesia",https://pbs.twimg.com/profile_images/1981337522316685312/t4yvvWWk_normal.jpg,https://x.com/NOTASLIMBOY
Wed Jan 28 06:18:12 +0000 2009,19639137,rdew,DEW.,0,1064,877,332,30,4627,877,31548,https://t.co/0KYGIeFbaL,"Trendsetter, Catropian. ",https://pbs.twimg.com/profile_images/1985710303385149440/keeoe3RM_normal.jpg,https://x.com/rdew
Wed Jan 28 07:06:06 +0000 2009,19640204,SapuJagad,j๏♄คภєร ฬί๓๒๏ รคtฬίƙ๏,0,3824,232,293,2,332,232,17467,https://t.co/NkjTpiquDk,Serpong-Jakarta p.p,https://pbs.twimg.com/profile_images/1981573991782289408/7cVpOKax_normal.jpg,https://x.com/SapuJagad
Thu Jan 29 00:23:05 +0000 2009,19686407,kulinersurabaya,Kuliner Surabaya,0,4154,503449,232,150,2611,503449,19125,https://t.co/61fCjjbb46,Surabaya,https://pbs.twimg.com/profile_images/1100749497292869633/WBTgpGMZ_normal.jpg,https://x.com/kulinersurabaya
Tue Feb 10 21:05:40 +0000 2009,20545919,nagacentil, Eno La Holmes 🧕🏼 🍉,0,325,6885,1421,78,21373,6885,233899,https://t.co/EHphnacrK5,Jadetabek ,https://pbs.twimg.com/profile_images/1962699055664070656/QJnhEzIR_normal.jpg,https://x.com/nagacentil
Thu Feb 19 09:59:56 +0000 2009,21287066,beritajatimcom,beritajatim,0,453,26554,353,67,7643,26554,497796,https://t.co/6pHBbl8MYy,Surabaya,https://pbs.twimg.com/profile_images/1383296141022810119/hvPUhWiS_normal.jpg,https://x.com/beritajatimcom
Sun Feb 22 09:27:41 +0000 2009,21555742,byrdzxmb,syid happens 🇵🇸,0,19843,3086,1417,4,1230,3086,53422,-,Bintaro - Kebayoran,https://pbs.twimg.com/profile_images/1986800921633042432/LXMJUsEW_normal.jpg,https://x.com/byrdzxmb
Mon Feb 23 18:59:29 +0000 2009,21680467,uuksan,Sambat Syukur,0,3851,283,445,4,1573,283,26447,https://t.co/xgLpVjn6C7,Cucunya mbah Roro Jonggrang,https://pbs.twimg.com/profile_images/1985749043788791808/2m9FnJAj_normal.jpg,https://x.com/uuksan
Tue Feb 24 15:03:02 +0000 2009,21760657,AryHHAry,𝙰𝚛𝚢 𝙷𝙷,0,290872,5633,679,22,11720,5633,180369,https://t.co/HC4BNG4MTQ,Indonesia,https://pbs.twimg.com/profile_images/1869248390581886976/_jj46G0u_normal.jpg,https://x.com/AryHHAry
Wed Feb 25 08:18:46 +0000 2009,21847312,sandiasa,Improvise!,0,3765,111,252,4,379,111,7008,-,Soerabaia,https://pbs.twimg.com/profile_images/1967757234680815616/y3kA0VuE_normal.jpg,https://x.com/sandiasa
Wed Feb 25 12:54:00 +0000 2009,21861624,BuruhSiluman,DrHS,0,29840,8726,1399,28,1519,8726,17239,-,"Middle world, also underworld and upperworld",https://pbs.twimg.com/profile_images/1165305951500603392/_ENzM-40_normal.jpg,https://x.com/BuruhSiluman
Fri Feb 27 22:58:26 +0000 2009,22203193,tamandesign,Jasa bikin web & aplikasi,0,293,126,113,0,70,126,728,https://t.co/r7pxZfc3CX,Malang,https://pbs.twimg.com/profile_images/1351851552403689473/CwSJyU4z_normal.jpg,https://x.com/tamandesign
Sat Feb 28 02:06:33 +0000 2009,22218256,swihandonogoro,handonogoro,0,203,294,304,1,289,294,20895,https://t.co/ZT85snDgtg,indonesia,https://pbs.twimg.com/profile_images/1498126728702484480/zzQ8eas7_normal.jpg,https://x.com/swihandonogoro
Sun Mar 01 14:13:23 +0000 2009,22365191,PKSejahtera,DPP PKS,0,4477,494876,625,405,24688,494876,65974,https://t.co/wmUDDFfYMG,"TB. Simatupang No. 82, Jakarta",https://pbs.twimg.com/profile_images/1332945968510078977/t6-d_J1C_normal.jpg,https://x.com/PKSejahtera
Thu Mar 05 05:23:50 +0000 2009,22885047,andriyand__,Yand,0,8564,317,1240,4,1147,317,26262,-,"Legok, Tangerang-Indonesia",https://pbs.twimg.com/profile_images/1977909400364040192/_W7jrHKQ_normal.jpg,https://x.com/andriyand__
Thu Mar 05 06:54:49 +0000 2009,22891992,faridferre,Farid Fatahillah,0,11824,1498,1266,20,3737,1498,86001,https://t.co/mt6vtsqY25,Sidoarjo - Jogja - Jakarta,https://pbs.twimg.com/profile_images/1474334602881765378/fTetUrbG_normal.jpg,https://x.com/faridferre
Thu Mar 05 14:50:26 +0000 2009,22926743,bagusw,baw,0,704,512,568,5,154,512,5824,-,-,https://pbs.twimg.com/profile_images/1177597094841864194/RFbqiXUP_normal.jpg,https://x.com/bagusw
Thu Mar 05 15:32:26 +0000 2009,22931958,bndnrstk,🌊,0,1215,1903,237,6,1829,1903,21308,-,inside your happy meal box.,https://pbs.twimg.com/profile_images/1966289010038550534/asQML8gm_normal.jpg,https://x.com/bndnrstk
Fri Mar 06 10:38:08 +0000 2009,23051515,magnifician,magic sauce,0,265,132,144,1,392,132,9624,-,Jakarta,https://pbs.twimg.com/profile_images/1963294525721591808/IthAjuRz_normal.jpg,https://x.com/magnifician
Sat Mar 07 22:48:53 +0000 2009,23244671,liteclips,Liteclips,0,15643,5280,741,10,451,5280,33238,-,Indonesia,https://pbs.twimg.com/profile_images/1962354575123562496/vtvWC96r_normal.jpg,https://x.com/liteclips
Sun Mar 08 11:23:59 +0000 2009,23299579,bjs________,b,0,17744,971,580,8,4572,971,26464,-,follows you,https://pbs.twimg.com/profile_images/1985345461868523520/GFQ6vVgs_normal.jpg,https://x.com/bjs________
Sun Mar 08 11:57:05 +0000 2009,23301726,hsyafaat,hsy,0,13285,368,709,11,606,368,24408,-,Indonesia!,https://pbs.twimg.com/profile_images/1803705427676504064/DE1LRS2F_normal.jpg,https://x.com/hsyafaat
Sun Mar 08 19:32:04 +0000 2009,23343960,kompascom,Kompas.com,0,166,8514772,26,10159,119901,8514772,2711914,https://t.co/4nmwnih07V,Jakarta,https://pbs.twimg.com/profile_images/1577144849437888514/d9x3nKN8_normal.jpg,https://x.com/kompascom
Mon Mar 09 08:39:39 +0000 2009,23415984,longbean,ebe_,0,5631,125,880,0,347,125,7606,-,Indonesia,https://pbs.twimg.com/profile_images/1569010910827782144/T74M3vuy_normal.jpg,https://x.com/longbean
Mon Mar 09 14:13:11 +0000 2009,23439145,piusyarif,Piu Syarif,0,844,434,422,4,1237,434,24078,-,Indonesia,https://pbs.twimg.com/profile_images/1986319686708174848/5qbkxR_n_normal.jpg,https://x.com/piusyarif
Wed Mar 11 14:51:00 +0000 2009,23772644,BBCIndonesia,BBC News Indonesia,0,299,1707752,437,2454,54518,1707752,120218,https://t.co/Yw4kCq0QNc,London - Jakarta,https://pbs.twimg.com/profile_images/986090676097110016/TpPVOD7j_normal.jpg,https://x.com/BBCIndonesia
Wed Mar 11 15:24:27 +0000 2009,23777337,yooqe,masmrs,0,9209,19,160,0,139,19,2529,-,-,https://pbs.twimg.com/profile_images/1839490107369574400/duCl4imA_normal.jpg,https://x.com/yooqe
Wed Mar 11 16:27:45 +0000 2009,23786106,kompasiana,Kompasiana,0,1174,942071,90,1441,13950,942071,1016334,https://t.co/OX0mK7ea8i,Indonesia,https://pbs.twimg.com/profile_images/1919257133360791552/qBDNrmLC_normal.jpg,https://x.com/kompasiana
Thu Mar 12 02:52:38 +0000 2009,23881327,hasief,Hasief Ardiasyah,0,535,31675,1633,134,11185,31675,138291,https://t.co/uPWDRNPerj,South of Jakarta and beyond,https://pbs.twimg.com/profile_images/1242199692416413696/jz3q8Fz__normal.jpg,https://x.com/hasief
Thu Mar 12 19:46:45 +0000 2009,24017956,byheav,Mallee🦕,0,586,1201,1013,0,434,1201,20574,-,"Kota Bandung, Jawa Barat",https://pbs.twimg.com/profile_images/1977400789523116032/YpMXUp1g_normal.jpg,https://x.com/byheav
Sun Mar 15 13:07:51 +0000 2009,24521124,ecek2,ecek2,0,1087,891,156,0,1640,891,7074,https://t.co/5wIquALS1y,-,https://pbs.twimg.com/profile_images/1962848390150283265/hte2UFax_normal.jpg,https://x.com/ecek2
Mon Mar 16 08:54:51 +0000 2009,24668342,journalin,Karlina O 💙🩷💚,0,117775,5048,1620,52,9535,5048,88668,https://t.co/CbaxDMOQTB,"Jakarta, Indonesia",https://pbs.twimg.com/profile_images/1635339787719827457/4YMSuIp3_normal.jpg,https://x.com/journalin
Tue Mar 17 15:01:28 +0000 2009,24893875,ferrykoto,Ferry Koto,0,18045,45633,854,48,6632,45633,85800,-,-,https://pbs.twimg.com/profile_images/1871931592152903680/rT5qa6wh_normal.jpg,https://x.com/ferrykoto
Wed Mar 18 12:41:07 +0000 2009,25065219,glennmars,glennmars,0,3036,23546,1725,169,8882,23546,129645,-,-,https://pbs.twimg.com/profile_images/1963792827386908672/jjrJtbfl_normal.jpg,https://x.com/glennmars
Thu Mar 19 07:23:51 +0000 2009,25254938,jonjonfh,okimworks,0,375,41,50,0,142,41,3857,-,indonesia,https://pbs.twimg.com/profile_images/801842437538779136/1lwJi5V6_normal.jpg,https://x.com/jonjonfh
Sun Mar 22 11:35:56 +0000 2009,25808084,Malik_Calm,malik_calm,0,50509,116,369,2,7,116,10743,-,jakarta,https://pbs.twimg.com/profile_images/1676400386159296513/e0ZV2s4V_normal.jpg,https://x.com/Malik_Calm
Mon Mar 23 14:39:47 +0000 2009,26012425,BforBAM,Ɓ!,0,5717,623,1333,1,3496,623,19701,-,"Jakarta, Indonesia",https://pbs.twimg.com/profile_images/1651632440023339008/zZP0Ezvx_normal.jpg,https://x.com/BforBAM
Thu Mar 26 01:12:44 +0000 2009,26650514,GiriTaufik,G.taufik,0,1984,88,220,2,24,88,11925,-,-,https://pbs.twimg.com/profile_images/1850125227172495360/-Eluxxi6_normal.jpg,https://x.com/GiriTaufik
Fri Mar 27 06:37:40 +0000 2009,26963795,aritj,Ari Tjahjawandita,0,9748,625,179,6,1044,625,15638,-,"Bandung, Indonesia",https://pbs.twimg.com/profile_images/1963600299404529670/y2MxQ7Ai_normal.jpg,https://x.com/aritj
Fri Mar 27 21:25:34 +0000 2009,27101385,bitter_daddy,RDWN,0,2541,693,872,5,1771,693,63972,-,"Bogor, Jawa Barat",https://pbs.twimg.com/profile_images/1952866331482832900/-0cB-1sH_normal.jpg,https://x.com/bitter_daddy
Fri Apr 03 16:44:17 +0000 2009,28600527,Aldoariakusumah,Ketua Paguyuban Masyarakat Sumbu Pendek (PMSP),0,766,1393,981,8,3595,1393,360605,https://t.co/UMzzwABVri,"6.9175° S, 107.6191° E",https://pbs.twimg.com/profile_images/1249294923850891264/sm17qyiC_normal.jpg,https://x.com/Aldoariakusumah
Sat Apr 04 18:23:42 +0000 2009,28842430,renggapkrisna,rengga,0,974,2086,663,4,8001,2086,123524,https://t.co/ayQfab57Pl,"Bekasi Timur, Indonesia",https://pbs.twimg.com/profile_images/1963588392056492037/ltYzAmh9_normal.jpg,https://x.com/renggapkrisna
Sun Apr 05 11:55:12 +0000 2009,28976370,Nazarchitect,NAZ,0,36735,56,213,2,301,56,3522,-,INDONESIA,https://pbs.twimg.com/profile_images/1256857856051052544/p7uMnsb4_normal.jpg,https://x.com/Nazarchitect
Tue Apr 07 03:45:53 +0000 2009,29373262,0nlyt33,semua pukis itu enak,0,1466,333,281,8,1219,333,14989,-,Some tropical archipelago,https://pbs.twimg.com/profile_images/1963448737428340736/vkMXv6zE_normal.jpg,https://x.com/0nlyt33
Tue Apr 07 04:42:58 +0000 2009,29385415,giIangmahesa,Gilang Mahesa,0,29444,21447,1814,43,14041,21447,126144,https://t.co/HEfbMueUm0,Indonesia Raya,https://pbs.twimg.com/profile_images/1974750352403783680/570hOmTa_normal.jpg,https://x.com/giIangmahesa
Tue Apr 07 06:25:29 +0000 2009,29398650,pandaceria,Irza Rinaldi,0,29863,643,2852,13,902,643,26385,-,Lost in the middle of nowhere.,https://pbs.twimg.com/profile_images/1972954787747631104/QiUbue3E_normal.jpg,https://x.com/pandaceria
Tue Apr 07 08:46:30 +0000 2009,29412522,D19Romfis,Dio Romfis,0,527220,383,333,7,601,383,20751,https://t.co/9N70sDJM5z,"Fulham Road, London ",https://pbs.twimg.com/profile_images/1313912499960307712/dMBF_Dn2_normal.jpg,https://x.com/D19Romfis
Wed Apr 08 01:01:04 +0000 2009,29597162,metha_diwangga,jacky,0,77,57,247,1,3,57,2447,-,Singapore,https://pbs.twimg.com/profile_images/585248973864087552/n8BrmBzR_normal.jpg,https://x.com/metha_diwangga
Wed Apr 08 14:23:55 +0000 2009,29725195,DianOnno,txtfromdianonno,0,38629,23786,2899,126,9425,23786,182121,-,"uʍop ǝpısdn, Indonesia",https://pbs.twimg.com/profile_images/1803405963157970946/jG9WpVIB_normal.jpg,https://x.com/DianOnno
Thu Apr 09 00:58:39 +0000 2009,29875976,chimiuya,me,0,1978,774,2529,6,234,774,5987,-,"ÜT: -6.924493,107.672716",https://pbs.twimg.com/profile_images/1189938660889841668/jKwm5G2T_normal.jpg,https://x.com/chimiuya
Fri Apr 10 04:13:01 +0000 2009,30158148,fruzcnte,Fufufafari | 🇵🇸,0,1789,603,543,0,1223,603,29997,https://t.co/9r5lT53FXC,-,https://pbs.twimg.com/profile_images/1982470341558456320/NI3KcpO3_normal.jpg,https://x.com/fruzcnte
Fri Apr 10 09:51:16 +0000 2009,30192086,agunsux,💫,0,21545,2134,1280,21,13275,2134,80561,https://t.co/ritierrqe4,positively 4th street,https://pbs.twimg.com/profile_images/1967688823787462656/8k1pDwvx_normal.jpg,https://x.com/agunsux
